,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
7,2010,Cardano,ADA,cardano,1086,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35485427964.833,36671429496.447,False,,8,,,,2024-03-04T12:01:00.000Z,0.7836210623499407,1322585150.2619896,37.4719,0.53780857,7.78369399,35.24142233,50.16019823,40.14284811,96.15705853,27807128759.744728,1.1443,35262947805.75,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
8,74,Dogecoin,DOGE,dogecoin,901,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143326206383.70523,143326206383.70523,True,,9,,,,2024-03-04T12:02:00.000Z,0.16254124409390672,5056977791.533785,75.3952,0.61919434,14.49765421,92.18840896,105.75114871,96.49791576,83.19095835,23296419896.86748,0.9587,23296419896.87,,2024-03-04T12:02:00.000Z,,,,,,2024-03-04 19:03:44.527623
9,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377252601.6085633,435942241.6085633,False,,10,,,,2024-03-04T12:01:00.000Z,43.61314096955174,580562496.2131196,-20.0089,1.24009835,2.26299625,18.85882514,22.12732913,17.69283475,98.11333002,16453170895.084414,0.6771,31401461498.08,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
10,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-04T12:01:00.000Z,2.6377666461459816e-05,4148376879.748953,-5.0199,1.43322459,18.24865981,177.25987949,190.42983139,173.85230054,190.91227531,15544079527.687334,0.6396,15550533501.13,,2024-03-04T12:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-04 19:03:44.527623
11,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285569190.4119499,1417829692.1203015,True,,12,,,,2024-03-04T12:01:00.000Z,9.974912319451668,795907810.6025324,41.083,0.89228594,8.70514336,30.44801966,44.70950978,29.93086119,80.07443776,12823439954.947666,0.5278,14142726862.82,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
12,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87951758864.37387,87951844619.68097,True,,13,71659659264.0,10113994156.118452,,2024-03-04T12:01:00.000Z,0.14113930013060313,365805580.03568506,21.3705,0.1556472,0.59272551,2.21670835,21.33266118,31.93250723,37.21548128,12413449691.373299,0.5108,12413461794.82,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
13,1975,Chainlink,LINK,chainlink,1664,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-04T12:01:00.000Z,20.48634337520605,566781781.4539102,-26.8032,0.50407636,-0.13960599,12.34059062,14.18082872,42.89516654,33.67659217,12027531590.269115,0.495,20486343375.21,,2024-03-04T12:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-04 19:03:44.527623
14,3890,Polygon,MATIC,polygon,1297,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899142960.602293,10000000000.0,False,,15,,,,2024-03-04T12:01:00.000Z,1.096805424422315,695854821.2352645,-17.858,0.44222688,2.0459483,10.43643758,39.1553822,27.34831342,38.47187558,10857433696.32057,0.4467,10968054244.22,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
15,11419,Toncoin,TON,toncoin,206,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3468170935.7718573,5103681976.911533,True,,16,3414166606.0,9292999415.500097,,2024-03-04T12:02:00.000Z,2.7218939459980462,79158510.17150404,12.2452,1.14093745,3.00461555,28.41598747,33.49535018,23.65532526,15.13769292,9439993473.763798,0.3883,13891681075.25,,2024-03-04T12:02:00.000Z,,,,,,2024-03-04 19:03:44.527623
16,1831,Bitcoin Cash,BCH,bitcoin-cash,849,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19659368.75,19659368.75,False,,17,,,,2024-03-04T12:01:00.000Z,459.90141531121606,1325658337.006519,-53.7588,-0.92283235,-3.86663297,74.67843074,92.2902582,95.02799542,91.76775171,9041371512.250092,0.3721,9657929721.54,,2024-03-04T12:01:00.000Z,,,,,,2024-03-04 19:03:44.527623
17,7083,Uniswap,UNI,uniswap,951,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,598736139.71,1000000000.0,False,,18,,,1.34064745,2024-03-04T12:01:00.000Z,12.737435913579313,349539143.65839857,-19.6735,2.81482113,-0.13817432,20.5049864,107.68147693,94.10616667,111.28966374,7626363208.699996,0.3139,12737435913.58,5688567267.77013,2024-03-04T12:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-03-04 19:03:44.527623
18,2,Litecoin,LTC,litecoin,1122,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74272393.60750493,84000000.0,False,,19,,,,2024-03-04T12:02:00.000Z,90.63551606435887,643644588.6734185,-28.9191,0.68265782,-0.8336692,30.3518733,33.00753073,38.85697093,25.97176208,6731716723.951398,0.277,7613383349.41,,2024-03-04T12:02:00.000Z,,,,,,2024-03-04 19:03:44.527623
19,8916,Internet Computer,ICP,internet-computer,218,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,459603968.8127112,515022189.01348746,True,,20,459604005.9786363,6135738149.205881,,2024-03-04T12:01:00.000Z,13.350053675317806,226127190.4879902,17.7031,0.85383701,2.05287533,8.89421858,-0.82226013,-4.87356774,169.36724274,6135737653.038785,0.2524,6875573867.31,,2024-03-04T12:01:00.000Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-03-04 19:03:44.527623
0,1,Bitcoin,BTC,bitcoin,10846,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19644331.0,19644331.0,False,,1,,,,2024-03-04T12:08:00.000Z,65097.53985224739,44742834688.59225,109.7925,-0.01804579,5.01324665,27.49364393,51.4737254,50.77696165,55.99810967,1278797620143.2388,52.5903,1367048336897.2,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
1,1027,Ethereum,ETH,ethereum,8494,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120133136.73445426,120133136.73445426,True,,2,,,,2024-03-04T12:08:00.000Z,3501.8306391228502,18256052917.431496,57.8573,-0.12354334,2.42339899,14.78066581,52.106552,57.18660288,58.81786568,420685898990.6467,17.3006,420685898990.65,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
2,825,Tether USDt,USDT,tether,76751,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99515227360.76811,102800078701.88501,True,,3,,,,2024-03-04T12:07:00.000Z,1.0005961417029252,88476570106.8666,33.4736,-0.02688232,0.04431491,0.07087695,0.07815638,-0.03287313,0.04868577,99574552537.87395,4.095,102861362115.86,,2024-03-04T12:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-04 19:08:45.671648
3,1839,BNB,BNB,bnb,2081,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541636.83823958,149541636.83823958,False,,4,,,,2024-03-04T12:07:00.000Z,417.6621131245749,1802568257.4600565,8.6095,-0.30189837,0.90415585,7.17732349,38.56160237,31.81579469,81.43123053,62457876041.96691,2.5686,62457876041.97,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
4,5426,Solana,SOL,solana,630,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442942585.16358805,571043642.9980211,True,,5,,,,2024-03-04T12:08:00.000Z,132.1318060039621,3247746862.8316607,16.3112,0.08416178,2.85228137,31.12526084,34.07382121,34.15166562,119.76680129,58526803733.72868,2.4069,75453027856.41,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
5,52,XRP,XRP,xrp,1237,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-04T12:08:00.000Z,0.6562160194800292,2681509500.166949,15.1808,1.32523614,5.15453639,23.86671049,26.03625291,13.77882226,7.35283214,35871413015.94962,1.4768,65621601948.0,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
6,3408,USDC,USDC,usd-coin,17008,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28930539309.145973,28930539309.145973,False,,7,,,,2024-03-04T12:08:00.000Z,0.99999055512755,7458523301.950654,42.4626,0.00562665,0.02760594,-0.01704213,-0.02270429,-0.00312139,0.03715992,28930266063.89229,1.1898,28930266063.89,,2024-03-04T12:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-04 19:08:45.671648
7,2010,Cardano,ADA,cardano,1086,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35485427964.833,36671429496.447,False,,8,,,,2024-03-04T12:07:00.000Z,0.780183257906412,1320728498.127217,37.8535,0.31166646,7.430759,34.80327741,49.66615907,39.72768639,95.30404978,27685136797.80671,1.1381,35108246605.79,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
8,74,Dogecoin,DOGE,dogecoin,901,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143326206383.70523,143326206383.70523,True,,9,,,,2024-03-04T12:08:00.000Z,0.1606347321189953,5021256572.715037,72.9651,-0.18773433,12.9079853,90.04210782,103.45766962,94.62099055,81.05426702,23023166768.078323,0.9475,23023166768.08,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
9,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377252601.6085633,435942241.6085633,False,,10,,,,2024-03-04T12:07:00.000Z,43.48968009660828,579366400.4773192,-19.8525,0.73991152,1.8961367,18.58240507,21.87192069,17.695959,97.77941169,16406594959.56963,0.6745,31312569669.56,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
10,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-04T12:07:00.000Z,2.625243189508275e-05,4116806690.6545563,-5.9605,0.91109558,15.77403795,176.10847334,189.04605999,172.87965347,189.01951511,15470280123.853611,0.6367,15476703455.44,,2024-03-04T12:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-04 19:08:45.671648
11,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285569190.4119499,1417829692.1203015,True,,12,,,,2024-03-04T12:07:00.000Z,10.009555104416311,799281576.6650755,42.8308,1.30850195,9.25123217,31.10840343,45.41282697,30.735245,80.64068159,12867975651.968277,0.5292,14191844431.96,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
12,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87951758864.37387,87951844619.68097,True,,13,71659659264.0,10112681714.926168,,2024-03-04T12:07:00.000Z,0.14112098520689623,366003448.85697895,21.847,0.16293688,0.61288839,2.19759286,21.26416664,32.04004164,37.18844536,12411838861.619808,0.5108,12411850963.49,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
13,1975,Chainlink,LINK,chainlink,1664,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-04T12:07:00.000Z,20.474520075247348,564814101.0918131,-26.9766,0.24834294,-0.30764135,12.38815636,14.28554177,42.92982745,33.61417446,12020590131.212706,0.4941,20474520075.25,,2024-03-04T12:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-04 19:08:45.671648
14,3890,Polygon,MATIC,polygon,1297,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899142960.602293,10000000000.0,False,,15,,,,2024-03-04T12:07:00.000Z,1.093429420673694,694002610.647126,-17.9608,0.13897004,1.74588664,9.98690607,38.71326823,27.04449893,38.07884947,10824014152.577442,0.4456,10934294206.74,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
15,11419,Toncoin,TON,toncoin,206,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3468170935.7718573,5103681976.911533,True,,16,3414166606.0,9280975736.99629,,2024-03-04T12:08:00.000Z,2.7183722436644002,79049571.62416628,13.1707,0.73966579,2.712209,28.24396439,33.43746735,23.10782374,15.08452894,9427779608.085806,0.3881,13873707426.53,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
16,1831,Bitcoin Cash,BCH,bitcoin-cash,849,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19659368.75,19659368.75,False,,17,,,,2024-03-04T12:07:00.000Z,457.23214665751306,1318097658.5051293,-53.4017,-1.22084407,-4.33601887,73.59451819,91.28595355,94.00295652,90.67761881,8988895375.49413,0.3697,9601875079.81,,2024-03-04T12:07:00.000Z,,,,,,2024-03-04 19:08:45.671648
17,7083,Uniswap,UNI,uniswap,951,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,598736139.71,1000000000.0,False,,18,,,1.3432668,2024-03-04T12:07:00.000Z,12.762322240042453,346716837.4628918,-20.5256,2.89501377,-0.61125664,20.62355462,108.02161409,94.05693005,111.75885949,7641263551.738099,0.3142,12762322240.04,5688567267.77013,2024-03-04T12:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-03-04 19:08:45.671648
18,2,Litecoin,LTC,litecoin,1122,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74272393.60750493,84000000.0,False,,19,,,,2024-03-04T12:08:00.000Z,90.36961253471314,643392317.1268475,-28.3702,0.35060674,-1.11552574,29.88636531,32.63943277,38.68912618,25.6258948,6711967432.335926,0.276,7591047452.92,,2024-03-04T12:08:00.000Z,,,,,,2024-03-04 19:08:45.671648
19,8916,Internet Computer,ICP,internet-computer,218,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,459603968.8127112,515022189.01348746,True,,20,459604005.9786363,6120890916.6318865,,2024-03-04T12:07:00.000Z,13.317749273308994,225676772.8988931,17.8051,0.3225055,1.56331146,8.75360253,-0.69651244,-5.61489544,169.25792817,6120890421.665414,0.252,6858936383.47,,2024-03-04T12:07:00.000Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-03-04 19:08:45.671648
0,1,Bitcoin,BTC,bitcoin,10846,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19644375.0,19644375.0,False,,1,,,,2024-03-04T12:13:00.000Z,65042.99176772114,44731519572.1263,108.4302,-0.06343673,4.52774308,27.43488894,51.23599991,50.29712908,55.77830437,1277728921407.027,52.6463,1365902827122.14,,2024-03-04T12:13:00.000Z,,,,,,2024-03-04 19:13:46.789679
1,1027,Ethereum,ETH,ethereum,8494,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120133136.73445426,120133136.73445426,True,,2,,,,2024-03-04T12:13:00.000Z,3501.0372860862963,18227857308.88063,56.9282,-0.1009047,1.96856213,14.75823849,51.92699787,56.80679999,58.59259019,420590591001.8277,17.3296,420590591001.83,,2024-03-04T12:13:00.000Z,,,,,,2024-03-04 19:13:46.789679
2,825,Tether USDt,USDT,tether,76751,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99515227360.76811,102800078701.88501,True,,3,,,,2024-03-04T12:12:00.000Z,1.0006593780438024,88483287571.93413,33.2436,-0.02080905,0.03628709,0.06764337,0.09946039,-0.0389678,0.0663703,99580845516.7138,4.103,102867862816.68,,2024-03-04T12:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-04 19:13:46.789679
