,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10846,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19644375.0,19644375.0,False,,1,,,,2024-03-04T12:23:00.000Z,65026.083669834814,44483938892.83489,103.0779,0.12851484,4.27837562,27.59971903,51.06145516,49.82270198,55.56326026,1277396772391.6113,52.6343,1365547757066.53,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
1,1027,Ethereum,ETH,ethereum,8494,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120133136.73445426,120133136.73445426,True,,2,,,,2024-03-04T12:23:00.000Z,3504.7477767719447,18114599583.047802,53.322,0.26568698,1.79192745,15.26260707,51.9873347,56.52772937,58.65552397,421036343886.7186,17.3485,421036343886.72,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
2,825,Tether USDt,USDT,tether,76751,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99515227360.76811,102800078701.88501,True,,3,,,,2024-03-04T12:22:00.000Z,1.0006340887951435,88179976291.1891,31.6465,-0.0196567,0.0198818,0.08690362,0.09211534,-0.03702645,0.06954008,99578328851.38373,4.1031,102865263079.93,,2024-03-04T12:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-04 19:23:48.937719
3,1839,BNB,BNB,bnb,2081,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541613.4668026,149541613.4668026,False,,4,,,,2024-03-04T12:22:00.000Z,418.48688630553363,1792071443.6087158,6.7762,0.02046798,0.83171154,7.78520755,38.62755085,31.53050263,81.52701633,62581204192.82787,2.5786,62581204192.83,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
4,5426,Solana,SOL,solana,630,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442942446.2322949,571043504.0667281,True,,5,,,,2024-03-04T12:23:00.000Z,133.49917653488504,3226628474.540926,13.7986,1.53750039,3.69400243,32.89423719,35.09116451,34.06671587,121.23657357,59132451824.35896,2.4365,76233837558.5,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
5,52,XRP,XRP,xrp,1237,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-04T12:23:00.000Z,0.6538506080509693,2696586622.142959,17.3875,0.35126413,4.10786767,23.48282224,24.85581341,12.73923513,6.78845361,35742110091.59905,1.472,65385060805.1,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
6,3408,USDC,USDC,usd-coin,17008,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28878787153.309654,28878787153.309654,False,,7,,,,2024-03-04T12:23:00.000Z,1.000029354688876,7414383940.731984,39.5745,-0.00172978,0.02056638,0.00472014,-0.01265775,-0.00936985,0.00240341,28879634881.12166,1.19,28879634881.12,,2024-03-04T12:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-04 19:23:48.937719
7,2010,Cardano,ADA,cardano,1086,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35485670834.303,36671429496.447,False,,8,,,,2024-03-04T12:22:00.000Z,0.7804178107847337,1317858221.3276641,37.8082,0.63776472,6.92420803,35.10671277,49.23546171,38.55086117,94.81990602,27693649546.734425,1.1413,35118801485.31,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
8,74,Dogecoin,DOGE,dogecoin,901,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143327356383.7052,143327356383.7052,True,,9,,,,2024-03-04T12:23:00.000Z,0.16068753686711146,4982337470.667536,69.2236,0.0753648,13.05203302,90.59931508,103.20959238,93.58465014,80.21414133,23030919862.97225,0.9487,23030919862.97,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
9,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377255658.28268355,435945298.28268355,False,,10,,,,2024-03-04T12:22:00.000Z,43.657162119060736,579552192.936614,-20.0188,1.5864263,1.8298094,19.41100608,22.13744207,17.30712819,97.7251176,16469911433.980093,0.6787,31433156725.72,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
10,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-04T12:22:00.000Z,2.603210384580594e-05,4081180771.5792727,-6.6947,0.12954181,17.50796899,173.99091672,186.33517751,168.65678993,179.93134762,15340443137.509771,0.6319,15346812560.18,,2024-03-04T12:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-04 19:23:48.937719
11,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285571578.5353236,1417832080.2436752,True,,12,,,,2024-03-04T12:22:00.000Z,10.102411148595365,804393056.773761,44.0881,2.92690809,9.66292119,32.94261724,46.03306976,31.0242063,81.70716058,12987372647.312595,0.5351,14323522614.29,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
12,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87950429527.30116,87950540784.34041,True,,13,71659659264.0,10116701039.040405,,2024-03-04T12:22:00.000Z,0.14117707428344947,366695751.0581425,21.7584,0.26803495,0.44851773,2.28938231,21.26647577,31.94987915,37.19772632,12416584322.637085,0.5115,12416600029.58,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
13,1975,Chainlink,LINK,chainlink,1664,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-04T12:22:00.000Z,20.50404414372313,560572672.1715682,-28.0953,0.66371137,-0.6555457,12.75835048,14.65481387,41.95404592,33.31097133,12037923710.942484,0.4961,20504044143.72,,2024-03-04T12:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-04 19:23:48.937719
14,3890,Polygon,MATIC,polygon,1297,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899142960.602293,10000000000.0,False,,15,,,,2024-03-04T12:22:00.000Z,1.1026634183488018,695276667.5975337,-18.2476,1.02043271,1.96936705,10.96637023,39.60346263,27.17453345,38.80400487,10915422815.661201,0.4495,11026634183.49,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
15,11419,Toncoin,TON,toncoin,206,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3468174742.8465657,5103685945.121637,True,,16,3414166606.0,9309109409.193584,,2024-03-04T12:23:00.000Z,2.7266125188014874,78908898.99955584,12.6163,1.06599327,2.84680458,28.54145009,33.73373362,23.01820212,15.474461,9456368671.236576,0.3895,13915773990.0,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
16,1831,Bitcoin Cash,BCH,bitcoin-cash,849,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19659418.75,19659418.75,False,,17,,,,2024-03-04T12:22:00.000Z,456.15433440483224,1293660136.2050736,-54.1146,-0.64739765,-5.54817507,73.42876063,90.54360673,92.59907958,89.8006401,8967729074.69213,0.3695,9579241022.5,,2024-03-04T12:22:00.000Z,,,,,,2024-03-04 19:23:48.937719
17,7083,Uniswap,UNI,uniswap,951,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,598736139.71,1000000000.0,False,,18,,,1.3410428,2024-03-04T12:22:00.000Z,12.74119212535517,340924104.94289863,-23.3128,1.6007314,-0.58706403,19.93682714,107.15155643,92.40080263,110.90430129,7628612188.438605,0.3143,12741192125.36,5688567267.77013,2024-03-04T12:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-03-04 19:23:48.937719
18,2,Litecoin,LTC,litecoin,1122,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74272774.85750493,84000000.0,False,,19,,,,2024-03-04T12:23:00.000Z,90.17063250717355,642655988.3663541,-28.1678,0.38215451,-1.97856454,29.92958229,32.09003662,37.87591697,25.30137903,6697223086.964117,0.276,7574333130.6,,2024-03-04T12:23:00.000Z,,,,,,2024-03-04 19:23:48.937719
19,8916,Internet Computer,ICP,internet-computer,218,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,459604032.0892868,515022252.2900631,True,,20,459604032.0892868,6151075738.675187,,2024-03-04T12:22:00.000Z,13.383424228706993,225738928.2115215,16.4951,1.04035518,1.75706456,9.66439442,-1.12757793,-6.01246832,169.32792161,6151075738.675187,0.2533,6892761289.62,,2024-03-04T12:22:00.000Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,2024-03-04 19:23:48.937719
0,1,Bitcoin,BTC,bitcoin,10846,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19644375.0,19644375.0,False,,1,,,,2024-03-04T12:27:00.000Z,65054.430393229806,44385222291.61372,101.2934,0.2037164,4.04950247,27.3536324,51.14403435,50.48169591,55.74244061,1277953626056.0037,52.6317,1366143038257.83,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
1,1027,Ethereum,ETH,ethereum,8494,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120133136.73445426,120133136.73445426,True,,2,,,,2024-03-04T12:27:00.000Z,3506.455602172439,18071625570.703125,52.2603,0.29889905,1.75389771,15.01316183,52.06923743,57.0166448,58.84704921,421241510309.07477,17.3486,421241510309.07,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
2,825,Tether USDt,USDT,tether,76751,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,99515227360.76811,102800078701.88501,True,,3,,,,2024-03-04T12:26:00.000Z,1.0005444257608138,88038166949.97632,30.9293,-0.0266644,0.04836857,0.07484081,0.08422705,-0.06039239,0.0469435,99569406014.13655,4.1007,102856045712.94,,2024-03-04T12:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-04 19:28:50.120208
3,1839,BNB,BNB,bnb,2081,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541613.4668026,149541613.4668026,False,,4,,,,2024-03-04T12:26:00.000Z,418.9105143113528,1784915240.9110816,5.512,0.28432322,1.19388205,8.02870794,38.77064309,31.73725741,81.70853141,62644554208.3278,2.58,62644554208.33,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
4,5426,Solana,SOL,solana,630,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442942446.2322949,571043504.0667281,True,,5,,,,2024-03-04T12:27:00.000Z,133.58826905862432,3228371241.945216,13.6172,1.69882686,3.47154638,32.85495974,35.1211812,34.07794306,121.43079501,59171914684.76505,2.437,76284713265.45,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
5,52,XRP,XRP,xrp,1237,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-04T12:27:00.000Z,0.653353660843468,2696616878.9398475,17.6802,-0.00737711,3.89943309,23.4238433,24.84841913,12.66005224,6.76892279,35714944953.9032,1.4707,65335366084.35,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
6,3408,USDC,USDC,usd-coin,17008,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28878787153.309654,28878787153.309654,False,,7,,,,2024-03-04T12:27:00.000Z,1.0000931015683157,7406415073.671168,39.0785,0.01132027,0.02246719,0.01273739,-0.00757961,-0.02226242,0.00998839,28881475813.68468,1.1895,28881475813.68,,2024-03-04T12:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-04 19:28:50.120208
7,2010,Cardano,ADA,cardano,1086,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35485670834.303,36671429496.447,False,,8,,,,2024-03-04T12:26:00.000Z,0.7799639654926249,1316137530.6292112,37.5921,0.71038797,6.60999045,35.1749562,49.14451403,38.29164586,94.71495311,27677544542.08895,1.1398,35098378447.17,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
8,74,Dogecoin,DOGE,dogecoin,901,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143327356383.7052,143327356383.7052,True,,9,,,,2024-03-04T12:27:00.000Z,0.1603707104340002,4982792997.460503,68.9287,-0.11062987,12.87290855,90.24672545,102.76222809,93.38497475,79.93192789,22985509967.881935,0.9466,22985509967.88,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
9,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377255658.28268355,435945298.28268355,False,,10,,,,2024-03-04T12:26:00.000Z,43.67737335013083,580242668.4921297,-19.8822,2.00060294,1.68625302,19.49538503,22.20419489,17.32325675,97.70172477,16477536235.262146,0.6786,31447708812.09,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
10,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-04T12:26:00.000Z,2.6155685611968833e-05,4073625194.994619,-7.0428,1.12178923,17.39365644,175.52652698,187.66473197,169.89345921,183.11701242,15413268563.679092,0.6348,15419668223.8,,2024-03-04T12:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-04 19:28:50.120208
11,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285571578.5353236,1417832080.2436752,True,,12,,,,2024-03-04T12:26:00.000Z,10.075402830534083,804510494.095354,44.726,2.63554015,9.32366722,32.67348893,45.83118958,30.28016904,81.29788497,12952651521.228968,0.5334,14285229354.51,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
12,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87950429527.30116,87950540784.34041,True,,13,71659659264.0,10117628480.413034,,2024-03-04T12:26:00.000Z,0.1411900165913275,367191533.3826883,21.7523,0.23138682,0.47287845,2.36603592,21.25497072,31.93326436,37.24738593,12417722604.17403,0.5114,12417738312.56,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
13,1975,Chainlink,LINK,chainlink,1664,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-04T12:26:00.000Z,20.510908389050567,560455048.17773,-28.0649,0.89288373,-0.59858791,12.85247175,14.85765915,41.94970736,33.37450434,12041953709.171402,0.4959,20510908389.05,,2024-03-04T12:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-04 19:28:50.120208
14,3890,Polygon,MATIC,polygon,1297,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899142960.602293,10000000000.0,False,,15,,,,2024-03-04T12:26:00.000Z,1.1057236148265648,698161074.3678858,-17.839,1.40720056,2.14767641,11.3926009,39.99565096,27.40019767,39.13936643,10945716138.08211,0.4508,11057236148.27,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
15,11419,Toncoin,TON,toncoin,206,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3468174742.8465657,5103685945.121637,True,,16,3414166606.0,9328571670.84485,,2024-03-04T12:27:00.000Z,2.7323129616612656,78770094.99689522,13.0979,1.25823018,3.10767286,28.90977083,34.08303087,23.22278611,15.43998751,9476138803.185898,0.3902,13944867260.1,,2024-03-04T12:27:00.000Z,,,,,,2024-03-04 19:28:50.120208
16,1831,Bitcoin Cash,BCH,bitcoin-cash,849,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19659418.75,19659418.75,False,,17,,,,2024-03-04T12:26:00.000Z,454.8074779973545,1288165235.921829,-54.2371,-0.11335531,-5.8753419,73.01546917,89.96635506,91.96068227,89.20328787,8941250660.581404,0.3682,9550957037.94,,2024-03-04T12:26:00.000Z,,,,,,2024-03-04 19:28:50.120208
